run_id,conductivity,timestamp
JUL_22_1,56.32,2025-07-22 13:23:54
JUL_22_1,56.24,2025-07-22 13:23:55
JUL_22_1,56.24,2025-07-22 13:23:58
JUL_22_1,56.24,2025-07-22 13:24:00
JUL_22_1,56.24,2025-07-22 13:24:01
JUL_22_1,56.24,2025-07-22 13:24:04
JUL_22_1,56.1,2025-07-22 13:24:05
JUL_22_1,56.1,2025-07-22 13:24:08
JUL_22_1,56.1,2025-07-22 13:24:09
JUL_22_1,56.16,2025-07-22 13:24:12
JUL_22_1,56.17,2025-07-22 13:24:13
JUL_22_1,56.27,2025-07-22 13:24:15
JUL_22_1,56.32,2025-07-22 13:24:17
JUL_22_1,56.32,2025-07-22 13:24:19
JUL_22_1,56.32,2025-07-22 13:24:22
JUL_22_1,56.32,2025-07-22 13:24:24
JUL_22_1,56.32,2025-07-22 13:24:25
JUL_22_1,56.32,2025-07-22 13:24:28
JUL_22_1,56.38,2025-07-22 13:24:30
JUL_22_1,56.1,2025-07-22 13:24:32
JUL_22_1,56.1,2025-07-22 13:24:34
JUL_22_1,56.1,2025-07-22 13:24:35
JUL_22_1,56.13,2025-07-22 13:24:38
JUL_22_1,56.17,2025-07-22 13:24:40
JUL_22_1,56.17,2025-07-22 13:24:42
JUL_22_1,56.17,2025-07-22 13:24:43
JUL_22_1,56.1,2025-07-22 13:24:45
JUL_22_1,56.17,2025-07-22 13:24:48
JUL_22_1,56.1,2025-07-22 13:24:50
JUL_22_1,56.1,2025-07-22 13:24:52
JUL_22_1,56.1,2025-07-22 13:24:54
JUL_22_1,56.1,2025-07-22 13:24:55
JUL_22_1,56.24,2025-07-22 13:24:58
JUL_22_1,56.24,2025-07-22 13:25:00
JUL_22_1,56.38,2025-07-22 13:25:02
JUL_22_1,56.38,2025-07-22 13:25:03
JUL_22_1,56.1,2025-07-22 13:25:05
JUL_22_1,56.28,2025-07-22 13:25:08
JUL_22_1,56.03,2025-07-22 13:25:09
JUL_22_1,56.1,2025-07-22 13:25:12
JUL_22_1,56.24,2025-07-22 13:25:14
JUL_22_1,56.17,2025-07-22 13:25:15
JUL_22_1,56.24,2025-07-22 13:25:17
JUL_22_1,56.17,2025-07-22 13:25:20
JUL_22_1,56.17,2025-07-22 13:25:22
JUL_22_1,56.17,2025-07-22 13:25:24
JUL_22_1,56.17,2025-07-22 13:25:26
JUL_22_1,56.17,2025-07-22 13:25:28
JUL_22_1,56.17,2025-07-22 13:25:30
JUL_22_1,56.24,2025-07-22 13:25:32
JUL_22_1,56.17,2025-07-22 13:25:34
JUL_22_1,56.17,2025-07-22 13:25:36
JUL_22_1,56.17,2025-07-22 13:25:38
JUL_22_1,56.17,2025-07-22 13:25:40
JUL_22_1,56.17,2025-07-22 13:25:42
JUL_22_1,56.17,2025-07-22 13:25:45
JUL_22_1,56.38,2025-07-22 13:25:46
JUL_22_1,56.03,2025-07-22 13:25:48
JUL_22_1,56.1,2025-07-22 13:25:50
JUL_22_1,56.39,2025-07-22 13:25:52
JUL_22_1,56.1,2025-07-22 13:25:54
JUL_22_1,56.1,2025-07-22 13:25:56
JUL_22_1,56.24,2025-07-22 13:25:58
JUL_22_1,56.24,2025-07-22 13:26:00
JUL_22_1,56.03,2025-07-22 13:26:02
JUL_22_1,56.24,2025-07-22 13:26:04
JUL_22_1,56.24,2025-07-22 13:26:06
JUL_22_1,56.03,2025-07-22 13:26:08
JUL_22_1,56.24,2025-07-22 13:26:10
JUL_22_1,56.17,2025-07-22 13:26:12
JUL_22_1,56.17,2025-07-22 13:26:14
JUL_22_1,56.17,2025-07-22 13:26:16
JUL_22_1,55.95,2025-07-22 13:26:18
JUL_22_1,56.17,2025-07-22 13:26:20
JUL_22_1,56.32,2025-07-22 13:26:22
JUL_22_1,56.32,2025-07-22 13:26:24
JUL_22_1,56.32,2025-07-22 13:26:26
JUL_22_1,56.17,2025-07-22 13:26:28
JUL_22_1,55.95,2025-07-22 13:26:30
JUL_22_1,56.03,2025-07-22 13:26:32
JUL_22_1,56.03,2025-07-22 13:26:34
JUL_22_1,56.17,2025-07-22 13:26:36
JUL_22_1,56.17,2025-07-22 13:26:38
JUL_22_1,56.17,2025-07-22 13:26:40
JUL_22_1,56.1,2025-07-22 13:26:42
JUL_22_1,56.1,2025-07-22 13:26:44
JUL_22_1,56.03,2025-07-22 13:26:46
JUL_22_1,56.1,2025-07-22 13:26:48
JUL_22_1,56.1,2025-07-22 13:26:50
JUL_22_1,56.03,2025-07-22 13:26:52
JUL_22_1,56.03,2025-07-22 13:26:54
JUL_22_1,55.95,2025-07-22 13:26:56
JUL_22_1,55.95,2025-07-22 13:26:58
JUL_22_1,56.24,2025-07-22 13:27:00
JUL_22_1,56.17,2025-07-22 13:27:02
JUL_22_1,56.24,2025-07-22 13:27:04
JUL_22_1,56.17,2025-07-22 13:27:06
JUL_22_1,56.17,2025-07-22 13:27:08
JUL_22_1,56.24,2025-07-22 13:27:10
JUL_22_1,56.24,2025-07-22 13:27:12
JUL_22_1,56.24,2025-07-22 13:27:14
JUL_22_1,56.25,2025-07-22 13:27:16
JUL_22_1,56.1,2025-07-22 13:27:18
JUL_22_1,56.32,2025-07-22 13:27:20
JUL_22_1,56.17,2025-07-22 13:27:22
JUL_22_1,56.17,2025-07-22 13:27:24
JUL_22_1,56.32,2025-07-22 13:27:26
JUL_22_1,56.17,2025-07-22 13:27:28
JUL_22_1,56.03,2025-07-22 13:27:30
JUL_22_1,56.32,2025-07-22 13:27:32
JUL_22_1,56.03,2025-07-22 13:27:34
JUL_22_1,56.03,2025-07-22 13:27:36
JUL_22_1,56.17,2025-07-22 13:27:38
JUL_22_1,56.17,2025-07-22 13:27:40
JUL_22_1,56.17,2025-07-22 13:27:42
JUL_22_1,56.17,2025-07-22 13:27:44
JUL_22_1,56.17,2025-07-22 13:27:46
JUL_22_1,56.17,2025-07-22 13:27:48
JUL_22_1,56.17,2025-07-22 13:27:50
JUL_22_1,56.1,2025-07-22 13:27:52
JUL_22_1,56.1,2025-07-22 13:27:54
JUL_22_1,56.03,2025-07-22 13:27:56
JUL_22_1,56.03,2025-07-22 13:27:58
JUL_22_1,56.32,2025-07-22 13:28:00
JUL_22_1,56.24,2025-07-22 13:28:02
JUL_22_1,56.24,2025-07-22 13:28:04
JUL_22_1,56.24,2025-07-22 13:28:06
JUL_22_1,56.24,2025-07-22 13:28:08
JUL_22_1,56.17,2025-07-22 13:28:10
JUL_22_1,56.17,2025-07-22 13:28:12
JUL_22_1,56.32,2025-07-22 13:28:14
JUL_22_1,56.27,2025-07-22 13:28:16
JUL_22_1,56.17,2025-07-22 13:28:18
JUL_22_1,56.17,2025-07-22 13:28:20
JUL_22_1,56.17,2025-07-22 13:28:22
JUL_22_1,56.1,2025-07-22 13:28:24
JUL_22_1,56.1,2025-07-22 13:28:26
JUL_22_1,56.32,2025-07-22 13:28:28
JUL_22_1,56.32,2025-07-22 13:28:30
JUL_22_1,56.11,2025-07-22 13:28:32
JUL_22_1,56.1,2025-07-22 13:28:34
JUL_22_1,56.1,2025-07-22 13:28:36
JUL_22_1,56.1,2025-07-22 13:28:38
JUL_22_1,56.1,2025-07-22 13:28:40
JUL_22_1,56.24,2025-07-22 13:28:42
JUL_22_1,56.24,2025-07-22 13:28:44
JUL_22_1,56.17,2025-07-22 13:28:46
JUL_22_1,56.17,2025-07-22 13:28:48
JUL_22_1,56.17,2025-07-22 13:28:50
JUL_22_1,56.17,2025-07-22 13:28:53
JUL_22_1,56.1,2025-07-22 13:28:54
JUL_22_1,56.39,2025-07-22 13:28:56
JUL_22_1,56.39,2025-07-22 13:28:58
JUL_22_1,56.39,2025-07-22 13:29:00
JUL_22_1,56.39,2025-07-22 13:29:03
JUL_22_1,56.39,2025-07-22 13:29:04
JUL_22_1,56.38,2025-07-22 13:29:06
JUL_22_1,56.17,2025-07-22 13:29:08
JUL_22_1,56.24,2025-07-22 13:29:11
JUL_22_1,56.24,2025-07-22 13:29:13
JUL_22_1,56.24,2025-07-22 13:29:14
JUL_22_1,56.25,2025-07-22 13:29:16
JUL_22_1,56.24,2025-07-22 13:29:18
JUL_22_1,56.24,2025-07-22 13:29:20
JUL_22_1,56.11,2025-07-22 13:29:23
JUL_22_1,56.1,2025-07-22 13:29:24
JUL_22_1,56.32,2025-07-22 13:29:26
JUL_22_1,56.11,2025-07-22 13:29:28
JUL_22_1,56.17,2025-07-22 13:29:30
JUL_22_1,56.32,2025-07-22 13:29:33
JUL_22_1,56.25,2025-07-22 13:29:34
JUL_22_1,56.25,2025-07-22 13:29:37
JUL_22_1,56.32,2025-07-22 13:29:38
JUL_22_1,56.24,2025-07-22 13:29:41
JUL_22_1,56.03,2025-07-22 13:29:42
JUL_22_1,56.32,2025-07-22 13:29:45
JUL_22_1,56.03,2025-07-22 13:29:46
JUL_22_1,56.1,2025-07-22 13:29:49
JUL_22_1,56.24,2025-07-22 13:29:50
JUL_22_1,56.1,2025-07-22 13:29:52
JUL_22_1,56.1,2025-07-22 13:29:54
JUL_22_1,56.24,2025-07-22 13:29:56
JUL_22_1,56.03,2025-07-22 13:29:59
JUL_22_1,56.03,2025-07-22 13:30:00
JUL_22_1,56.1,2025-07-22 13:30:03
JUL_22_1,56.1,2025-07-22 13:30:05
JUL_22_1,56.1,2025-07-22 13:30:06
JUL_22_1,56.17,2025-07-22 13:30:09
JUL_22_1,56.24,2025-07-22 13:30:10
JUL_22_1,56.03,2025-07-22 13:30:13
JUL_22_1,56.24,2025-07-22 13:30:14
JUL_22_1,56.17,2025-07-22 13:30:16
JUL_22_1,56.03,2025-07-22 13:30:19
JUL_22_1,56.17,2025-07-22 13:30:21
JUL_22_1,56.1,2025-07-22 13:30:23
JUL_22_1,56.03,2025-07-22 13:30:24
JUL_22_1,56.1,2025-07-22 13:30:26
JUL_22_1,56.03,2025-07-22 13:30:29
JUL_22_1,56.1,2025-07-22 13:30:31
JUL_22_1,56.24,2025-07-22 13:30:33
JUL_22_1,56.1,2025-07-22 13:30:35
JUL_22_1,56.24,2025-07-22 13:30:36
JUL_22_1,56.32,2025-07-22 13:30:39
JUL_22_1,56.24,2025-07-22 13:30:41
JUL_22_1,56.24,2025-07-22 13:30:43
JUL_22_1,56.24,2025-07-22 13:30:44
JUL_22_1,56.17,2025-07-22 13:30:47
JUL_22_1,56.17,2025-07-22 13:30:49
JUL_22_1,56.17,2025-07-22 13:30:51
JUL_22_1,56.17,2025-07-22 13:30:53
JUL_22_1,56.11,2025-07-22 13:30:55
JUL_22_1,56.17,2025-07-22 13:30:57
JUL_22_1,56.1,2025-07-22 13:30:59
JUL_22_1,56.17,2025-07-22 13:31:01
JUL_22_1,56.17,2025-07-22 13:31:03
JUL_22_1,55.95,2025-07-22 13:31:05
JUL_22_1,56.17,2025-07-22 13:31:07
JUL_22_1,56.17,2025-07-22 13:31:09
JUL_22_1,55.95,2025-07-22 13:31:11
JUL_22_1,56.24,2025-07-22 13:31:13
JUL_22_1,56.17,2025-07-22 13:31:15
JUL_22_1,56.25,2025-07-22 13:31:17
JUL_22_1,56.24,2025-07-22 13:31:19
JUL_22_1,56.03,2025-07-22 13:31:21
JUL_22_1,56.24,2025-07-22 13:31:23
JUL_22_1,56.1,2025-07-22 13:31:25
JUL_22_1,56.17,2025-07-22 13:31:27
JUL_22_1,56.17,2025-07-22 13:31:29
JUL_22_1,56.17,2025-07-22 13:31:31
JUL_22_1,56.17,2025-07-22 13:31:33
JUL_22_1,56.17,2025-07-22 13:31:35
JUL_22_1,56.39,2025-07-22 13:31:37
JUL_22_1,56.39,2025-07-22 13:31:39
JUL_22_1,56.39,2025-07-22 13:31:41
JUL_22_1,56.39,2025-07-22 13:31:43
JUL_22_1,56.1,2025-07-22 13:31:45
JUL_22_1,56.03,2025-07-22 13:31:47
JUL_22_1,56.13,2025-07-22 13:31:49
JUL_22_1,56.11,2025-07-22 13:31:51
JUL_22_1,56.17,2025-07-22 13:31:53
JUL_22_1,56.17,2025-07-22 13:31:55
JUL_22_1,56.24,2025-07-22 13:31:57
JUL_22_1,56.24,2025-07-22 13:31:59
JUL_22_1,56.24,2025-07-22 13:32:01
JUL_22_1,56.25,2025-07-22 13:32:03
JUL_22_1,56.24,2025-07-22 13:32:05
JUL_22_1,56.25,2025-07-22 13:32:07
JUL_22_1,56.24,2025-07-22 13:32:09
JUL_22_1,56.24,2025-07-22 13:32:11
JUL_22_1,56.11,2025-07-22 13:32:13
JUL_22_1,56.1,2025-07-22 13:32:15
JUL_22_1,56.1,2025-07-22 13:32:17
JUL_22_1,56.32,2025-07-22 13:32:19
JUL_22_1,56.32,2025-07-22 13:32:21
JUL_22_1,56.32,2025-07-22 13:32:23
JUL_22_1,56.32,2025-07-22 13:32:25
JUL_22_1,56.17,2025-07-22 13:32:27
JUL_22_1,56.17,2025-07-22 13:32:29
JUL_22_1,56.1,2025-07-22 13:32:31
JUL_22_1,56.1,2025-07-22 13:32:33
JUL_22_1,56.1,2025-07-22 13:32:35
JUL_22_1,56.24,2025-07-22 13:32:37
JUL_22_1,56.24,2025-07-22 13:32:39
JUL_22_1,56.24,2025-07-22 13:32:41
JUL_22_1,56.17,2025-07-22 13:32:43
JUL_22_1,56.17,2025-07-22 13:32:45
JUL_22_1,56.17,2025-07-22 13:32:47
JUL_22_1,56.1,2025-07-22 13:32:49
JUL_22_1,56.24,2025-07-22 13:32:51
JUL_22_1,56.1,2025-07-22 13:32:53
JUL_22_1,56.25,2025-07-22 13:32:55
JUL_22_1,56.25,2025-07-22 13:32:57
JUL_22_1,56.1,2025-07-22 13:32:59
JUL_22_1,56.32,2025-07-22 13:33:01
JUL_22_1,56.1,2025-07-22 13:33:03
JUL_22_1,56.1,2025-07-22 13:33:05
JUL_22_1,56.24,2025-07-22 13:33:07
JUL_22_1,56.11,2025-07-22 13:33:09
JUL_22_1,56.24,2025-07-22 13:33:11
JUL_22_1,56.1,2025-07-22 13:33:13
JUL_22_1,56.1,2025-07-22 13:33:15
JUL_22_1,56.1,2025-07-22 13:33:17
JUL_22_1,56.1,2025-07-22 13:33:19
JUL_22_1,56.1,2025-07-22 13:33:21
JUL_22_1,56.03,2025-07-22 13:33:23
JUL_22_1,56.03,2025-07-22 13:33:25
JUL_22_1,56.1,2025-07-22 13:33:27
JUL_22_1,56.03,2025-07-22 13:33:29
JUL_22_1,56.11,2025-07-22 13:33:31
JUL_22_1,56.1,2025-07-22 13:33:33
JUL_22_1,56.24,2025-07-22 13:33:35
JUL_22_1,56.24,2025-07-22 13:33:37
JUL_22_1,56.24,2025-07-22 13:33:39
JUL_22_1,56.24,2025-07-22 13:33:41
JUL_22_1,56.11,2025-07-22 13:33:43
JUL_22_1,56.1,2025-07-22 13:33:45
JUL_22_1,56.24,2025-07-22 13:33:47
JUL_22_1,56.17,2025-07-22 13:33:49
JUL_22_1,56.24,2025-07-22 13:33:51
JUL_22_1,56.17,2025-07-22 13:33:54
JUL_22_1,56.17,2025-07-22 13:33:55
JUL_22_1,56.17,2025-07-22 13:33:57
JUL_22_1,56.17,2025-07-22 13:33:59
JUL_22_1,56.17,2025-07-22 13:34:02
JUL_22_1,56.1,2025-07-22 13:34:03
JUL_22_1,56.1,2025-07-22 13:34:05
JUL_22_1,56.11,2025-07-22 13:34:08
JUL_22_1,56.24,2025-07-22 13:34:10
JUL_22_1,56.24,2025-07-22 13:34:12
JUL_22_1,56.1,2025-07-22 13:34:13
JUL_22_1,56.1,2025-07-22 13:34:15
JUL_22_1,56.03,2025-07-22 13:34:18
JUL_22_1,56.1,2025-07-22 13:34:19
JUL_22_1,56.24,2025-07-22 13:34:21
JUL_22_1,56.24,2025-07-22 13:34:24
JUL_22_1,56.24,2025-07-22 13:34:25
JUL_22_1,56.17,2025-07-22 13:34:27
JUL_22_1,56.17,2025-07-22 13:34:30
JUL_22_1,56.17,2025-07-22 13:34:32
JUL_22_1,56.17,2025-07-22 13:34:33
JUL_22_1,56.24,2025-07-22 13:34:35
JUL_22_1,56.24,2025-07-22 13:34:37
JUL_22_1,56.24,2025-07-22 13:34:40
JUL_22_1,56.24,2025-07-22 13:34:42
JUL_22_1,56.24,2025-07-22 13:34:44
JUL_22_1,56.24,2025-07-22 13:34:45
JUL_22_1,56.1,2025-07-22 13:34:47
JUL_22_1,56.24,2025-07-22 13:34:50
JUL_22_1,56.1,2025-07-22 13:34:52
JUL_22_1,56.1,2025-07-22 13:34:54
JUL_22_1,56.03,2025-07-22 13:34:55
JUL_22_1,55.95,2025-07-22 13:34:58
JUL_22_1,56.08,2025-07-22 13:34:59
JUL_22_1,56.03,2025-07-22 13:35:02
JUL_22_1,56.1,2025-07-22 13:35:04
JUL_22_1,56.32,2025-07-22 13:35:06
JUL_22_1,56.24,2025-07-22 13:35:08
JUL_22_1,56.32,2025-07-22 13:35:10
JUL_22_1,56.24,2025-07-22 13:35:12
JUL_22_1,56.1,2025-07-22 13:35:14
JUL_22_1,56.1,2025-07-22 13:35:16
JUL_22_1,56.03,2025-07-22 13:35:18
JUL_22_1,56.1,2025-07-22 13:35:20
JUL_22_1,56.08,2025-07-22 13:35:22
JUL_22_1,56.11,2025-07-22 13:35:24
JUL_22_1,56.1,2025-07-22 13:35:26
JUL_22_1,56.03,2025-07-22 13:35:28
JUL_22_1,55.95,2025-07-22 13:35:30
JUL_22_1,55.95,2025-07-22 13:35:32
JUL_22_1,56.03,2025-07-22 13:35:34
JUL_22_1,56.03,2025-07-22 13:35:36
JUL_22_1,56.24,2025-07-22 13:35:38
JUL_22_1,56.24,2025-07-22 13:35:40
JUL_22_1,56.24,2025-07-22 13:35:42
JUL_22_1,56.32,2025-07-22 13:35:44
JUL_22_1,56.24,2025-07-22 13:35:46
JUL_22_1,56.32,2025-07-22 13:35:48
JUL_22_1,56.24,2025-07-22 13:35:50
JUL_22_1,56.25,2025-07-22 13:35:52
JUL_22_1,56.17,2025-07-22 13:35:54
JUL_22_1,56.1,2025-07-22 13:35:56
JUL_22_1,56.17,2025-07-22 13:35:58
JUL_22_1,56.17,2025-07-22 13:36:00
JUL_22_1,56.32,2025-07-22 13:36:02
JUL_22_1,56.32,2025-07-22 13:36:04
JUL_22_1,56.32,2025-07-22 13:36:06
JUL_22_1,56.32,2025-07-22 13:36:08
JUL_22_1,56.32,2025-07-22 13:36:10
JUL_22_1,56.1,2025-07-22 13:36:12
JUL_22_1,56.32,2025-07-22 13:36:14
JUL_22_1,56.32,2025-07-22 13:36:16
JUL_22_1,56.17,2025-07-22 13:36:18
JUL_22_1,56.17,2025-07-22 13:36:20
JUL_22_1,56.17,2025-07-22 13:36:22
JUL_22_1,56.17,2025-07-22 13:36:24
JUL_22_1,56.17,2025-07-22 13:36:26
JUL_22_1,56.24,2025-07-22 13:36:28
JUL_22_1,56.1,2025-07-22 13:36:30
JUL_22_1,56.1,2025-07-22 13:36:32
JUL_22_1,56.17,2025-07-22 13:36:34
JUL_22_1,56.17,2025-07-22 13:36:36
JUL_22_1,56.17,2025-07-22 13:36:38
JUL_22_1,56.17,2025-07-22 13:36:40
JUL_22_1,56.24,2025-07-22 13:36:42
JUL_22_1,56.1,2025-07-22 13:36:44
JUL_22_1,56.03,2025-07-22 13:36:46
JUL_22_1,56.17,2025-07-22 13:36:48
JUL_22_1,56.17,2025-07-22 13:36:50
JUL_22_1,56.1,2025-07-22 13:36:52
JUL_22_1,56.1,2025-07-22 13:36:54
JUL_22_1,56.11,2025-07-22 13:36:56
JUL_22_1,56.1,2025-07-22 13:36:58
JUL_22_1,56.1,2025-07-22 13:37:00
JUL_22_1,56.24,2025-07-22 13:37:02
JUL_22_1,56.24,2025-07-22 13:37:04
JUL_22_1,56.17,2025-07-22 13:37:06
JUL_22_1,56.24,2025-07-22 13:37:08
JUL_22_1,56.24,2025-07-22 13:37:10
JUL_22_1,56.24,2025-07-22 13:37:12
JUL_22_1,56.24,2025-07-22 13:37:14
JUL_22_1,56.24,2025-07-22 13:37:16
JUL_22_1,56.17,2025-07-22 13:37:18
JUL_22_1,56.1,2025-07-22 13:37:20
JUL_22_1,56.17,2025-07-22 13:37:22
JUL_22_1,56.11,2025-07-22 13:37:24
JUL_22_1,56.1,2025-07-22 13:37:26
JUL_22_1,56.1,2025-07-22 13:37:28
JUL_22_1,56.1,2025-07-22 13:37:30
JUL_22_1,56.03,2025-07-22 13:37:32
JUL_22_1,56.11,2025-07-22 13:37:34
JUL_22_1,56.32,2025-07-22 13:37:36
JUL_22_2,56.24,2025-07-22 13:45:25
JUL_22_2,56.03,2025-07-22 13:45:27
JUL_22_2,56.03,2025-07-22 13:45:29
JUL_22_2,56.03,2025-07-22 13:45:31
JUL_22_2,56.03,2025-07-22 13:45:33
JUL_22_2,55.83,2025-07-22 13:45:35
JUL_22_2,56.25,2025-07-22 13:45:37
JUL_22_2,56.24,2025-07-22 13:45:40
JUL_22_2,56.03,2025-07-22 13:45:41
JUL_22_2,56.19,2025-07-22 13:45:43
JUL_22_2,56.24,2025-07-22 13:45:45
JUL_22_2,56.24,2025-07-22 13:45:47
JUL_22_2,56.24,2025-07-22 13:45:50
JUL_22_2,56.32,2025-07-22 13:45:52
JUL_22_2,56.32,2025-07-22 13:45:54
JUL_22_2,56.17,2025-07-22 13:45:55
JUL_22_2,56.17,2025-07-22 13:45:57
JUL_22_2,56.17,2025-07-22 13:45:59
JUL_22_2,56.17,2025-07-22 13:46:01
JUL_22_2,56.17,2025-07-22 13:46:03
JUL_22_2,56.28,2025-07-22 13:46:05
JUL_22_2,56.24,2025-07-22 13:46:07
JUL_22_2,56.24,2025-07-22 13:46:10
JUL_22_2,56.32,2025-07-22 13:46:11
JUL_22_2,56.25,2025-07-22 13:46:14
JUL_22_2,56.11,2025-07-22 13:46:15
JUL_22_2,56.32,2025-07-22 13:46:18
JUL_22_2,56.1,2025-07-22 13:46:19
JUL_22_2,56.11,2025-07-22 13:46:21
JUL_22_2,56.1,2025-07-22 13:46:24
JUL_22_2,56.1,2025-07-22 13:46:25
JUL_22_2,56.11,2025-07-22 13:46:28
JUL_22_2,56.1,2025-07-22 13:46:30
JUL_22_2,56.17,2025-07-22 13:46:31
JUL_22_2,56.39,2025-07-22 13:46:34
JUL_22_2,56.14,2025-07-22 13:46:35
JUL_22_2,56.17,2025-07-22 13:46:38
JUL_22_2,56.17,2025-07-22 13:46:40
JUL_22_2,56.17,2025-07-22 13:46:42
JUL_22_2,56.17,2025-07-22 13:46:43
JUL_22_2,56.17,2025-07-22 13:46:45
JUL_22_2,56.17,2025-07-22 13:46:47
JUL_22_2,56.39,2025-07-22 13:46:50
JUL_22_2,56.17,2025-07-22 13:46:52
JUL_22_2,56.39,2025-07-22 13:46:54
JUL_22_2,56.17,2025-07-22 13:46:55
JUL_22_2,56.17,2025-07-22 13:46:58
JUL_22_2,56.24,2025-07-22 13:46:59
JUL_22_2,56.17,2025-07-22 13:47:02
JUL_22_2,56.25,2025-07-22 13:47:04
JUL_22_2,56.24,2025-07-22 13:47:05
JUL_22_2,56.1,2025-07-22 13:47:07
JUL_22_2,56.39,2025-07-22 13:47:10
JUL_22_2,56.24,2025-07-22 13:47:12
JUL_22_2,56.16,2025-07-22 13:47:14
JUL_22_2,56.24,2025-07-22 13:47:15
JUL_22_2,56.24,2025-07-22 13:47:18
JUL_22_2,56.17,2025-07-22 13:47:19
